date,menu__id,menu__name,menu__type,menu__beli,menu__jual,menu__quantity,idToko,namaToko
12/26/2023,10050,Tambah Topping,Ice Cream,0,2000,2,,
12/25/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
12/25/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,23,,
12/25/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
12/25/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,7,,
12/25/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
12/25/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,3,,
12/25/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,8,,
12/25/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,62,,
12/25/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,4,,
12/25/2023,10064,Grape Sundae,Ice Cream,0,16000,4,,
12/25/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/25/2023,10046,Ice Cream Cone Package,Ice Cream,0,9500,1,,
12/25/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,9,,
12/25/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,8,,
12/25/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
12/25/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,1,,
12/25/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,9,,
12/25/2023,10009,Mango Sundae,Ice Cream,14725,16000,17,,
12/25/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,79,,
12/25/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/25/2023,10008,Oreo Sundae,Ice Cream,14093,16000,37,,
12/25/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,3,,
12/25/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
12/25/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,3,,
12/25/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
12/25/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,9,,
12/25/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,19,MX0001,Mixue Sukataris
12/25/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,4,,
12/25/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,10,,
12/25/2023,10003,Sundae,Ice Cream,11824,16000,4,,
12/25/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
12/25/2023,10050,Tambah Topping,Ice Cream,0,2000,3,,
12/25/2023,10049,Tumbler Kuning,Ice Cream,0,88000,1,,
12/24/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,49,,
12/24/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,4,,
12/24/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,8,,
12/24/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,7,,
12/24/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,6,,
12/24/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,76,,
12/24/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,1,,
12/24/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/24/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,1,,
12/24/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,6,,
12/24/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,14,,
12/24/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,8,,
12/24/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,12,,
12/24/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,18,,
12/24/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
12/24/2023,10045,Mango Smoothies,Ice Cream,0,16000,7,,
12/24/2023,10009,Mango Sundae,Ice Cream,14725,16000,30,,
12/24/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
12/24/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,107,,
12/24/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/24/2023,10008,Oreo Sundae,Ice Cream,14093,16000,36,,
12/24/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
12/24/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
12/24/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,4,,
12/24/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,2,,
12/24/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/24/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,19,MX0001,Mixue Sukataris
12/24/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,2,,
12/24/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,7,,
12/24/2023,10003,Sundae,Ice Cream,11824,16000,4,,
12/24/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
12/23/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,50,,
12/23/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
12/23/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,5,,
12/23/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
12/23/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
12/23/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,8,,
12/23/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,38,,
12/23/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,1,,
12/23/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
12/23/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,7,,
12/23/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,10,,
12/23/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,1,,
12/23/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,5,,
12/23/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,9,,
12/23/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
12/23/2023,10009,Mango Sundae,Ice Cream,14725,16000,13,MX0001,Mixue Sukataris
12/23/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,84,,
12/23/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/23/2023,10008,Oreo Sundae,Ice Cream,14093,16000,23,,
12/23/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,3,,
12/23/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,13,,
12/23/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
12/23/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
12/23/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
12/23/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/23/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,10,,
12/23/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,3,,
12/23/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,11,,
12/23/2023,10003,Sundae,Ice Cream,11824,16000,2,,
12/23/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
12/22/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
12/22/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,54,,
12/22/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,1,,
12/22/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,5,,
12/22/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,4,,
12/22/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,4,,
12/22/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
12/22/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,73,,
12/22/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,4,,
12/22/2023,10064,Grape Sundae,Ice Cream,0,16000,1,,
12/22/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/22/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,11,,
12/22/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,4,,
12/22/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
12/22/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,2,,
12/22/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,20,,
12/22/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
12/22/2023,10045,Mango Smoothies,Ice Cream,0,16000,1,,
12/22/2023,10009,Mango Sundae,Ice Cream,14725,16000,19,MX0001,Mixue Sukataris
12/22/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
12/22/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,86,,
12/22/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/22/2023,10008,Oreo Sundae,Ice Cream,14093,16000,22,,
12/22/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
12/22/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,5,,
12/22/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,5,,
12/22/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
12/22/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,2,,
12/22/2023,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,1,,
12/22/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
12/22/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,16,,
12/22/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,4,,
12/22/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,8,,
12/22/2023,10003,Sundae,Ice Cream,11824,16000,3,,
12/22/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/22/2023,10050,Tambah Topping,Ice Cream,0,2000,1,,
12/21/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,7,,
12/21/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,5,,
12/21/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,5,,
12/21/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
12/21/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,3,,
12/21/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,81,,
12/21/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,2,,
12/21/2023,10064,Grape Sundae,Ice Cream,0,16000,1,,
12/21/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,8,,
12/21/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,3,,
12/21/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,17,MX0001,Mixue Sukataris
12/21/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
12/21/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
12/21/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,2,,
12/21/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,2,,
12/21/2023,10009,Mango Sundae,Ice Cream,14725,16000,5,,
12/21/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,44,,
12/21/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,3,,
12/21/2023,10008,Oreo Sundae,Ice Cream,14093,16000,13,,
12/21/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
12/21/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,5,,
12/21/2023,10031,Passion Fruit Jasmine Tea (L),Fruit Tea,7057,16000,3,,
12/21/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,6,,
12/21/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/21/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,2,,
12/21/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
12/21/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,2,,
12/21/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,2,,
12/20/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,11,,
12/20/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
12/20/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
12/20/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,7,,
12/20/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,45,,
12/20/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,3,,
12/20/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/20/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,14,,
12/20/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
12/20/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,4,,
12/20/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,3,,
12/20/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,3,,
12/20/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
12/20/2023,10039,Oats Milk Tea (L),Milk Tea,0,22000,2,,
12/20/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,4,,
12/20/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
12/20/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,6,,
12/20/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,1,MX0001,Mixue Sukataris
12/20/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/19/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,8,,
12/19/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,6,,
12/19/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
12/19/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,85,,
12/19/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,11,,
12/19/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,3,,
12/19/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
12/19/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,9,,
12/19/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,3,,
12/19/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,2,,
12/19/2023,10045,Mango Smoothies,Ice Cream,0,16000,2,,
12/19/2023,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
12/19/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/19/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,5,,
12/19/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,7,,
12/19/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,MX0001,Mixue Sukataris
12/19/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,4,,
12/19/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/19/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/19/2023,10050,Tambah Topping,Ice Cream,0,2000,1,,
12/18/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,11,,
12/18/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
12/18/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
12/18/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
12/18/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
12/18/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,65,,
12/18/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,2,,
12/18/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
12/18/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,13,,
12/18/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,1,,
12/18/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,5,,
12/18/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
12/18/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,MX0001,Mixue Sukataris
12/18/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
12/18/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
12/18/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,7,,
12/18/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,6,,
12/18/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,2,,
12/18/2023,10041,Red Bean Milk Tea (L),Milk Tea,0,22000,2,,
12/18/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/18/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,3,,
12/18/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/17/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
12/17/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,55,,
12/17/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,3,,
12/17/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,5,,
12/17/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
12/17/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,9,,
12/17/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,81,MX0001,Mixue Sukataris
12/17/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,2,,
12/17/2023,10064,Grape Sundae,Ice Cream,0,16000,1,,
12/17/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,7,,
12/17/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
12/17/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,8,,
12/17/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,3,,
12/17/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,6,,
12/17/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,1,,
12/17/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,8,,
12/17/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,3,,
12/17/2023,10045,Mango Smoothies,Ice Cream,0,16000,1,,
12/17/2023,10009,Mango Sundae,Ice Cream,14725,16000,14,,
12/17/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,104,,
12/17/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
12/17/2023,10008,Oreo Sundae,Ice Cream,14093,16000,23,,
12/17/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,5,,
12/17/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,8,,
12/17/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,6,,
12/17/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
12/17/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/17/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,18,,
12/17/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,2,,
12/17/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
12/17/2023,10003,Sundae,Ice Cream,11824,16000,5,,
12/17/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/17/2023,10048,Tumbler Orange,Ice Cream,0,80000,1,,
12/16/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,40,,
12/16/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,3,,
12/16/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,1,,
12/16/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
12/16/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
12/16/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,50,,
12/16/2023,10065,Grape Mi-Shake,Ice Cream,16000,16000,2,,
12/16/2023,10064,Grape Sundae,Ice Cream,0,16000,1,,
12/16/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/16/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,21,,
12/16/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,7,,
12/16/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
12/16/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
12/16/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,13,,
12/16/2023,10045,Mango Smoothies,Ice Cream,0,16000,3,,
12/16/2023,10009,Mango Sundae,Ice Cream,14725,16000,21,,
12/16/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
12/16/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,87,,
12/16/2023,10008,Oreo Sundae,Ice Cream,14093,16000,26,,
12/16/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
12/16/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,8,,
12/16/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
12/16/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
12/16/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,17,,
12/16/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,4,,
12/16/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,7,,
12/16/2023,10003,Sundae,Ice Cream,11824,16000,1,MX0001,Mixue Sukataris
12/16/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/15/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
12/15/2023,10014,Boba Shake,Ice Cream,10613,16000,3,,
12/15/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,38,,
12/15/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
12/15/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
12/15/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,3,,
12/15/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
12/15/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,48,,
12/15/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,3,,
12/15/2023,10064,Grape Sundae,Ice Cream,0,16000,3,,
12/15/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
12/15/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
12/15/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,10,,
12/15/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,2,,
12/15/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
12/15/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,9,,
12/15/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,17,,
12/15/2023,10045,Mango Smoothies,Ice Cream,0,16000,4,,
12/15/2023,10009,Mango Sundae,Ice Cream,14725,16000,19,,
12/15/2023,10042,Milk Tea With 2 Topping (L),Milk Tea,0,22000,1,,
12/15/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,104,MX0001,Mixue Sukataris
12/15/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/15/2023,10008,Oreo Sundae,Ice Cream,14093,16000,35,,
12/15/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
12/15/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
12/15/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
12/15/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
12/15/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
12/15/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,4,,
12/15/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
12/15/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
12/15/2023,10003,Sundae,Ice Cream,11824,16000,5,,
12/15/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
12/14/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
12/14/2023,10014,Boba Shake,Ice Cream,10613,16000,1,,
12/14/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,50,,
12/14/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,3,,
12/14/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,6,,
12/14/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,2,,
12/14/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,4,,
12/14/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,51,,
12/14/2023,10052,Grape Fruit Tea ,Fruit Tea,0,13000,1,,
12/14/2023,10064,Grape Sundae,Ice Cream,0,16000,2,,
12/14/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
12/14/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,11,,
12/14/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,4,,
12/14/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,3,,
12/14/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,3,,
12/14/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,6,,
12/14/2023,10009,Mango Sundae,Ice Cream,14725,16000,6,,
12/14/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
12/14/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,66,,
12/14/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
12/14/2023,10008,Oreo Sundae,Ice Cream,14093,16000,21,,
12/14/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,3,,
12/14/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
12/14/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,1,,
12/14/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
12/14/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
